sensitivity_group,sensitivity_id,poverty_threshold,composition_threshold,model,direction,city_count,mean_R,sd_R,median_R,mean_blockage_rate,sd_blockage_rate,median_blockage_rate,mean_FA,sd_FA,median_FA,delta_mean_R,delta_mean_blockage,delta_mean_FA
poverty_threshold,P25,25,50,Choice_IOM,HPM_to_LPW,16,1.123530457892981,0.3156958870932647,1.0889115454175076,0.3411429150098919,0.14738216111843164,0.3088047554299407,0.70238921613523,0.047845480121532,0.6976006434486357,-0.01318885469974962,-0.003765231075992137,0.0002838768732128516
poverty_threshold,P25,25,50,Choice_IOM,LPW_to_HPM,16,0.6885830162665871,0.18736824712533323,0.7168504248196339,0.4882710612752848,0.13114895893083905,0.45637304611837626,0.70238921613523,0.047845480121532,0.6976006434486357,0.013127510053835167,-0.0022795104905704577,0.0002838768732128516
poverty_threshold,P30_Baseline,30,50,Gravity,HPM_to_LPW,16,0.9979340436110008,0.2246537983147875,1.0089507447592903,0.39873590208837983,0.1854876603410616,0.3553694245341942,0.7021053392620171,0.05099543014884387,0.70664505984673,0.0,0.0,0.0
poverty_threshold,P30_Baseline,30,50,Gravity,LPW_to_HPM,16,0.5542896987253261,0.09955550206030729,0.5481376742816992,0.5258907422242003,0.15340558175251925,0.47265312072258037,0.7021053392620171,0.05099543014884387,0.70664505984673,0.0,0.0,0.0
poverty_threshold,P30_Baseline,30,50,IOM,HPM_to_LPW,16,1.276229403617954,0.4845491894278066,1.1880500795581757,0.3605484964057029,0.14653709001880988,0.3524696478444269,0.7021053392620171,0.05099543014884387,0.70664505984673,0.0,0.0,0.0
poverty_threshold,P30_Baseline,30,50,IOM,LPW_to_HPM,16,0.6597545093644995,0.1708370583329974,0.697265672514841,0.5093283981001953,0.12497713796431148,0.47209778505176264,0.7021053392620171,0.05099543014884387,0.70664505984673,0.0,0.0,0.0
poverty_threshold,P30_Baseline,30,50,Choice_IOM,HPM_to_LPW,16,1.1367193125927306,0.3482897950076207,1.0953075282562086,0.34490814608588405,0.1464716797596585,0.3041079484700966,0.7021053392620171,0.05099543014884387,0.70664505984673,0.0,0.0,0.0
poverty_threshold,P30_Baseline,30,50,Choice_IOM,LPW_to_HPM,16,0.675455506212752,0.18283796221071938,0.7092197042331906,0.49055057176585526,0.1297138314612089,0.4524792438900125,0.7021053392620171,0.05099543014884387,0.70664505984673,0.0,0.0,0.0
poverty_threshold,P35,35,50,Gravity,HPM_to_LPW,16,0.9913315524789541,0.23115773012134144,1.0015531099907138,0.40710161745603346,0.18262753139730192,0.36412526901019227,0.7018657928445504,0.058628558911862895,0.706724836375825,-0.006602491132046695,0.008365715367653626,-0.00023954641746670724
poverty_threshold,P35,35,50,Gravity,LPW_to_HPM,16,0.5575756638332211,0.12065111850033539,0.5378847588727085,0.5329718912810084,0.15065322347859988,0.4865205014491123,0.7018657928445504,0.058628558911862895,0.706724836375825,0.003285965107895028,0.0070811490568081226,-0.00023954641746670724
