Date,Day of Week,flow_type_LPW_to_HPM,total_od_flow_LPW_to_HPM,total_do_flow_LPW_to_HPM,total_flow_LPW_to_HPM,origin_total_flow_LPW_to_HPM,flow_share_LPW_to_HPM,log_flow_share_LPW_to_HPM
2019/3/7,Thursday,LPW_to_HPM,1460.0,1613.0,3073.0,58218.0,0.0250781545226562,-3.685758149550973
2019/3/8,Friday,LPW_to_HPM,1646.0,1671.0,3317.0,63123.0,0.0260760736973844,-3.6467371016704098
2019/3/9,Saturday,LPW_to_HPM,1409.0,1415.0,2824.0,55420.0,0.0254240346445326,-3.672060306518292
2019/3/10,Sunday,LPW_to_HPM,1202.0,1262.0,2464.0,46561.0,0.0258155967440561,-3.6567764447427584
2019/3/11,Monday,LPW_to_HPM,1377.0,1563.0,2940.0,56183.0,0.0245091931723119,-3.7087070002902633
2019/3/12,Tuesday,LPW_to_HPM,1364.0,1514.0,2878.0,55683.0,0.0244958066196146,-3.709253334463801
2019/3/13,Wednesday,LPW_to_HPM,1418.0,1549.0,2967.0,58195.0,0.024366354497809,-3.714552012284008
2019/3/14,Thursday,LPW_to_HPM,1493.0,1677.0,3170.0,60548.0,0.0246581224813371,-3.7026489203432655
2019/3/15,Friday,LPW_to_HPM,1682.0,1786.0,3468.0,63900.0,0.0263223787167449,-3.637335799832733
2019/3/16,Saturday,LPW_to_HPM,1347.0,1504.0,2851.0,56279.0,0.0239343271913147,-3.732441566358753
2019/3/17,Sunday,LPW_to_HPM,1093.0,1242.0,2335.0,46971.0,0.0232696770347661,-3.760604180803096
2019/3/18,Monday,LPW_to_HPM,1390.0,1508.0,2898.0,55649.0,0.0249779870258225,-3.689760360965572
2019/3/19,Tuesday,LPW_to_HPM,1469.0,1478.0,2947.0,58439.0,0.0251373226783483,-3.683401577976937
2019/3/20,Wednesday,LPW_to_HPM,1490.0,1704.0,3194.0,60952.0,0.024445465284158,-3.711310549213342
2019/3/21,Thursday,LPW_to_HPM,1474.0,1501.0,2975.0,59349.0,0.0248361387723466,-3.695455477946921
2019/3/22,Friday,LPW_to_HPM,1567.0,1615.0,3182.0,62003.0,0.0252729706627098,-3.678019807597367
2019/3/23,Saturday,LPW_to_HPM,1328.0,1511.0,2839.0,55445.0,0.0239516638109838,-3.7317174873509393
2019/3/24,Sunday,LPW_to_HPM,1121.0,1255.0,2376.0,46782.0,0.0239622076867171,-3.731277369465496
2019/3/25,Monday,LPW_to_HPM,1374.0,1510.0,2884.0,55927.0,0.0245677400897598,-3.70632107511808
2019/3/26,Tuesday,LPW_to_HPM,1391.0,1523.0,2914.0,58269.0,0.023872041737459,-3.7350473065768006
2019/3/27,Wednesday,LPW_to_HPM,1446.0,1599.0,3045.0,60133.0,0.0240466964894483,-3.72775765197123
